Orthologous Cluster ID,Species,ENSEMBL ID,Gene,Expression,log2 Fold Change,FDR
HS996,Homo sapiens,ENSG00000013374,NUB1,up_regulated,2.22572,0
HS6223,Homo sapiens,ENSG00000271646,RP11-326I11.3,up_regulated,1.68699,7.29E-10
HS3696,Homo sapiens,ENSG00000142677,IL22RA1,up_regulated,3.14633,2.59E-39
HS12749,Homo sapiens,ENSG00000235316,DUSP8P5,up_regulated,1.16776,4.01E-06
HS9990,Homo sapiens,ENSG00000232110,RP11-149I23.3,up_regulated,4.73794,1.95E-33
HS5976,Homo sapiens,ENSG00000102524,TNFSF13B,up_regulated,6.81052,0
HS10235,Homo sapiens,ENSG00000153179,RASSF3,up_regulated,0.542296,0.016742
HS9613,Homo sapiens,ENSG00000236088,COX10-AS1,up_regulated,0.948824,2.85E-05
HS6589,Homo sapiens,ENSG00000143178,TBX19,up_regulated,0.560892,0.0496836
HS4817,Homo sapiens,ENSG00000147050,KDM6A,up_regulated,0.716477,1.68E-05
HS11238,Homo sapiens,ENSG00000141574,SECTM1,up_regulated,2.62519,0
HS9778,Homo sapiens,ENSG00000072110,ACTN1,up_regulated,0.319703,0.0351162
HS5699,Homo sapiens,ENSG00000085449,WDFY1,up_regulated,0.566649,6.17E-05
HS1393,Homo sapiens,ENSG00000108700,CCL8,up_regulated,9.28682,0
HS11005,Homo sapiens,ENSG00000008517,IL32,up_regulated,0.718518,1.96E-04
HS5023,Homo sapiens,ENSG00000119139,TJP2,up_regulated,0.427479,0.00425192
HS9344,Homo sapiens,ENSG00000162545,CAMK2N1,up_regulated,0.46518,0.00183978
HS13244,Homo sapiens,ENSG00000230715,RP11-274B21.4,up_regulated,1.47706,6.14E-08
HS8663,Homo sapiens,ENSG00000196141,SPATS2L,up_regulated,1.00836,3.67E-14
HS4664,Homo sapiens,ENSG00000125818,PSMF1,up_regulated,0.957269,2.17E-11
HS1457,Homo sapiens,ENSG00000166741,NNMT,up_regulated,0.804489,1.02E-09
HS341,Homo sapiens,ENSG00000110719,TCIRG1,up_regulated,0.437116,0.0104514
HS12359,Homo sapiens,ENSG00000213500,LAP3P2,up_regulated,3.25452,0
HS2989,Homo sapiens,ENSG00000146072,TNFRSF21,up_regulated,0.338213,0.0335296
HS11390,Homo sapiens,ENSG00000233117,LINC00702,up_regulated,0.85699,1.98E-05
HS12789,Homo sapiens,ENSG00000160216,AGPAT3,up_regulated,0.937148,4.70E-10
HS2752,Homo sapiens,ENSG00000198839,ZNF277,up_regulated,0.73003,8.19E-04
HS5392,Homo sapiens,ENSG00000077458,FAM76B,up_regulated,0.729266,8.73E-04
HS6202,Homo sapiens,ENSG00000139832,RAB20,up_regulated,2.85982,2.37E-42
HS6505,Homo sapiens,ENSG00000197905,TEAD4,up_regulated,0.850392,1.85E-05
HS11837,Homo sapiens,ENSG00000144468,RHBDD1,up_regulated,0.385047,0.0373888
HS13873,Homo sapiens,ENSG00000096968,JAK2,up_regulated,2.91196,9.37E-24
HS2745,Homo sapiens,ENSG00000153147,SMARCA5,up_regulated,1.11598,3.95E-17
HS11557,Homo sapiens,ENSG00000138018,EPT1,up_regulated,0.913941,5.03E-08
HS13120,Homo sapiens,ENSG00000047648,ARHGAP6,up_regulated,0.974724,3.72E-07
HS9050,Homo sapiens,ENSG00000107863,ARHGAP21,up_regulated,0.739107,1.76E-08
HS13118,Homo sapiens,ENSG00000057252,SOAT1,up_regulated,0.380291,0.0380907
HS4961,Homo sapiens,ENSG00000112531,QKI,up_regulated,0.947693,4.93E-13
HS14346,Homo sapiens,ENSG00000158290,CUL4B,up_regulated,0.459526,0.00666322
HS4760,Homo sapiens,ENSG00000062598,ELMO2,up_regulated,1.80511,4.93E-43
HS12891,Homo sapiens,ENSG00000151366,NDUFC2,up_regulated,0.449608,0.0338005
HS4800,Homo sapiens,ENSG00000124782,RREB1,up_regulated,0.522029,0.00202385
HS11272,Homo sapiens,ENSG00000255397,AC022182.2,up_regulated,0.685901,0.00640984
HS7742,Homo sapiens,ENSG00000102218,RP2,up_regulated,0.655407,2.48E-04
HS2446,Homo sapiens,ENSG00000138755,CXCL9,up_regulated,9.1444,0
HS9820,Homo sapiens,ENSG00000159256,MORC3,up_regulated,0.661712,7.38E-05
HS11945,Homo sapiens,ENSG00000114019,AMOTL2,up_regulated,0.693645,6.35E-07
HS4290,Homo sapiens,ENSG00000112139,MDGA1,up_regulated,1.21649,3.05E-14
HS1677,Homo sapiens,ENSG00000151470,C4orf33,up_regulated,1.53867,3.24E-13
HS1148,Homo sapiens,ENSG00000108669,CYTH1,up_regulated,1.31998,1.89E-18
HS1281,Homo sapiens,ENSG00000183943,PRKX,up_regulated,1.18241,3.18E-11
HS2480,Homo sapiens,ENSG00000151883,PARP8,up_regulated,2.05095,2.47E-34
HS4716,Homo sapiens,ENSG00000204397,CARD16,up_regulated,2.04796,7.93E-11
HS9955,Homo sapiens,ENSG00000168309,FAM107A,up_regulated,5.06233,0
HS9389,Homo sapiens,ENSG00000128652,HOXD3,up_regulated,2.38851,7.57E-29
HS9760,Homo sapiens,ENSG00000029153,ARNTL2,up_regulated,1.15781,9.94E-13
HS138,Homo sapiens,ENSG00000176046,NUPR1,up_regulated,0.662234,1.20E-04
HS2920,Homo sapiens,ENSG00000204516,MICB,up_regulated,1.66591,2.22E-09
HS2920,Homo sapiens,ENSG00000204520,MICA,up_regulated,0.634126,4.47E-05
HS9089,Homo sapiens,ENSG00000043143,JADE2,up_regulated,2.19354,0
HS3927,Homo sapiens,ENSG00000173960,UBXN2A,up_regulated,1.35758,1.35E-18
HS9767,Homo sapiens,ENSG00000149289,ZC3H12C,up_regulated,0.964548,3.64E-07
HS1166,Homo sapiens,ENSG00000234684,SDCBP2-AS1,up_regulated,0.581337,0.0283569
HS11698,Homo sapiens,ENSG00000132963,POMP,up_regulated,0.569917,1.22E-04
HS8152,Homo sapiens,ENSG00000107968,MAP3K8,up_regulated,0.799375,2.48E-04
HS8442,Homo sapiens,ENSG00000133136,GNG5P2,up_regulated,0.634607,0.00723067
HS6365,Homo sapiens,ENSG00000204427,ABHD16A,up_regulated,0.939643,0.00453117
HS13854,Homo sapiens,ENSG00000138759,FRAS1,up_regulated,0.914067,4.85E-07
HS10113,Homo sapiens,ENSG00000253223,RP11-409C19.2,up_regulated,0.584628,0.0313877
HS739,Homo sapiens,ENSG00000155629,PIK3AP1,up_regulated,5.04345,0
HS6374,Homo sapiens,ENSG00000184898,RBM43,up_regulated,1.09654,2.75E-09
HS8938,Homo sapiens,ENSG00000130775,THEMIS2,up_regulated,4.70663,0
HS12764,Homo sapiens,ENSG00000176148,TCP11L1,up_regulated,0.650222,1.60E-04
HS1551,Homo sapiens,ENSG00000135596,MICAL1,up_regulated,0.437169,0.00532998
HS8740,Homo sapiens,ENSG00000177335,C8orf31,up_regulated,0.633918,0.0142015
HS12569,Homo sapiens,ENSG00000163877,SNIP1,up_regulated,0.695429,2.30E-04
HS8284,Homo sapiens,ENSG00000137496,IL18BP,up_regulated,3.93443,3.06E-26
HS9502,Homo sapiens,ENSG00000142961,MOB3C,up_regulated,1.48219,2.74E-19
HS11880,Homo sapiens,ENSG00000166888,STAT6,up_regulated,0.810026,1.47E-07
HS9640,Homo sapiens,ENSG00000137275,RIPK1,up_regulated,1.75281,2.87E-38
HS448,Homo sapiens,ENSG00000170175,CHRNB1,up_regulated,2.16074,2.81E-26
HS4073,Homo sapiens,ENSG00000111912,NCOA7,up_regulated,2.12395,1.14E-10
HS11758,Homo sapiens,ENSG00000162946,DISC1,up_regulated,0.774299,0.00380728
HS9275,Homo sapiens,ENSG00000196943,NOP9,up_regulated,0.401268,0.0422727
HS5153,Homo sapiens,ENSG00000164308,ERAP2,up_regulated,1.32402,4.86E-15
HS7652,Homo sapiens,ENSG00000149932,TMEM219,up_regulated,0.839635,3.75E-09
HS8039,Homo sapiens,ENSG00000068305,MEF2A,up_regulated,0.552869,0.00154072
HS5188,Homo sapiens,ENSG00000116774,OLFML3,up_regulated,0.36746,0.013131
HS12631,Homo sapiens,ENSG00000143549,TPM3,up_regulated,0.456841,0.00119911
HS11258,Homo sapiens,ENSG00000257433,RP1-197B17.3,up_regulated,0.985025,0.00223967
HS9353,Homo sapiens,ENSG00000263391,AL512428.1,up_regulated,1.03794,0.00403967
HS13078,Homo sapiens,ENSG00000165801,ARHGEF40,up_regulated,0.322616,0.0497105
HS4887,Homo sapiens,ENSG00000143079,CTTNBP2NL,up_regulated,0.556057,5.03E-04
HS8767,Homo sapiens,ENSG00000145779,TNFAIP8,up_regulated,0.687976,0.0145289
HS5071,Homo sapiens,ENSG00000159873,CCDC117,up_regulated,1.2145,2.17E-09
HS11551,Homo sapiens,ENSG00000081189,MEF2C,up_regulated,1.73135,1.97E-06
HS11113,Homo sapiens,ENSG00000170802,FOXN2,up_regulated,0.506448,0.0212475
HS7420,Homo sapiens,ENSG00000184497,TMEM255B,up_regulated,0.780562,4.14E-05
HS653,Homo sapiens,ENSG00000189190,ZNF600,up_regulated,0.802374,1.70E-04
HS5394,Homo sapiens,ENSG00000166889,PATL1,up_regulated,1.56577,9.42E-32
HS11277,Homo sapiens,ENSG00000139597,N4BP2L1,up_regulated,1.31892,6.07E-07
HS3167,Homo sapiens,ENSG00000155363,MOV10,up_regulated,2.04164,0
HS1494,Homo sapiens,ENSG00000184227,ACOT1,up_regulated,0.68185,0.0068485
HS1494,Homo sapiens,ENSG00000119673,ACOT2,up_regulated,0.865213,1.16E-06
HS12309,Homo sapiens,ENSG00000218418,RP11-296E7.1,up_regulated,0.637412,5.72E-04
HS1818,Homo sapiens,ENSG00000165914,TTC7B,up_regulated,0.630926,2.56E-04
HS12552,Homo sapiens,ENSG00000136514,RTP4,up_regulated,6.44559,0
HS11778,Homo sapiens,ENSG00000162819,BROX,up_regulated,0.557815,0.00287778
HS5242,Homo sapiens,ENSG00000170365,SMAD1,up_regulated,0.53721,0.00869112
HS4666,Homo sapiens,ENSG00000100949,RABGGTA,up_regulated,0.588541,8.95E-04
HS2677,Homo sapiens,ENSG00000163512,AZI2,up_regulated,0.617376,7.22E-04
HS10525,Homo sapiens,ENSG00000184838,PRR16,up_regulated,1.43619,2.36E-18
HS14060,Homo sapiens,ENSG00000173200,PARP15,up_regulated,1.09775,2.61E-04
HS9856,Homo sapiens,ENSG00000157557,ETS2,up_regulated,1.40198,1.34E-22
HS9238,Homo sapiens,ENSG00000198719,DLL1,up_regulated,3.27237,0
HS288,Homo sapiens,ENSG00000119669,IRF2BPL,up_regulated,1.09549,2.45E-13
HS4270,Homo sapiens,ENSG00000172296,SPTLC3,up_regulated,1.93863,1.91E-19
HS9229,Homo sapiens,ENSG00000149294,NCAM1,up_regulated,0.503677,0.038012
HS7902,Homo sapiens,ENSG00000186354,C9orf47,up_regulated,0.898482,0.00154072
HS5716,Homo sapiens,ENSG00000120539,MASTL,up_regulated,2.85139,1.64E-38
HS13153,Homo sapiens,ENSG00000170379,TCAF2,up_regulated,1.14906,5.46E-06
HS5543,Homo sapiens,ENSG00000171843,MLLT3,up_regulated,0.564218,0.0218084
HS1527,Homo sapiens,ENSG00000167173,C15orf39,up_regulated,0.635703,1.98E-04
HS1885,Homo sapiens,ENSG00000254702,CTD-2651C21.3,up_regulated,0.873405,0.00124587
HS12701,Homo sapiens,ENSG00000127884,ECHS1,up_regulated,0.519614,5.51E-04
HS2798,Homo sapiens,ENSG00000117362,APH1A,up_regulated,0.434485,0.00580778
HS3179,Homo sapiens,ENSG00000142599,RERE,up_regulated,0.486282,0.00398526
HS5929,Homo sapiens,ENSG00000008513,ST3GAL1,up_regulated,0.338731,0.0267265
HS43,Homo sapiens,ENSG00000139218,SCAF11,up_regulated,0.727091,1.97E-06
HS9631,Homo sapiens,ENSG00000139926,FRMD6,up_regulated,0.366375,0.0365007
HS1120,Homo sapiens,ENSG00000106415,GLCCI1,up_regulated,0.720923,6.50E-04
HS2023,Homo sapiens,ENSG00000176953,NFATC2IP,up_regulated,0.419004,0.012819
HS2962,Homo sapiens,ENSG00000140563,MCTP2,up_regulated,1.60366,2.25E-08
HS8378,Homo sapiens,ENSG00000155962,CLIC2,up_regulated,0.706339,0.00192226
HS4953,Homo sapiens,ENSG00000229230,MT1P3,up_regulated,0.971939,1.28E-05
HS402,Homo sapiens,ENSG00000167994,RAB3IL1,up_regulated,0.423224,0.0241287
HS10561,Homo sapiens,ENSG00000179604,CDC42EP4,up_regulated,0.743886,7.97E-06
HS12243,Homo sapiens,ENSG00000105509,HAS1,up_regulated,1.82893,4.21E-16
HS1150,Homo sapiens,ENSG00000163132,MSX1,up_regulated,2.03202,1.24E-05
HS8873,Homo sapiens,ENSG00000162520,SYNC,up_regulated,0.60649,5.83E-04
HS6198,Homo sapiens,ENSG00000157601,MX1,up_regulated,9.88854,0
HS8532,Homo sapiens,ENSG00000173702,MUC13,up_regulated,0.804379,0.00874621
HS10206,Homo sapiens,ENSG00000166347,CYB5A,up_regulated,0.368324,0.04645
HS13543,Homo sapiens,ENSG00000204261,PSMB8-AS1,up_regulated,2.73039,1.30E-32
HS12949,Homo sapiens,ENSG00000133321,RARRES3,up_regulated,3.41966,0
HS7406,Homo sapiens,ENSG00000159403,C1R,up_regulated,0.447126,0.00613926
HS6470,Homo sapiens,ENSG00000133943,C14orf159,up_regulated,0.800583,8.59E-07
HS6314,Homo sapiens,ENSG00000206418,RAB12,up_regulated,0.526958,0.00209477
HS14451,Homo sapiens,ENSG00000076108,BAZ2A,up_regulated,1.37397,1.47E-26
HS14130,Homo sapiens,ENSG00000198933,TBKBP1,up_regulated,0.60921,6.08E-04
HS11155,Homo sapiens,ENSG00000108219,TSPAN14,up_regulated,0.438907,0.0202942
HS5613,Homo sapiens,ENSG00000158470,B4GALT5,up_regulated,0.7611,4.00E-06
HS13478,Homo sapiens,ENSG00000135363,LMO2,up_regulated,3.62651,0
HS13373,Homo sapiens,ENSG00000038274,MAT2B,up_regulated,0.881408,2.03E-06
HS7495,Homo sapiens,ENSG00000139182,CLSTN3,up_regulated,0.586776,0.00116511
HS9784,Homo sapiens,ENSG00000134371,CDC73,up_regulated,0.514769,0.00121329
HS1723,Homo sapiens,ENSG00000047644,WWC3,up_regulated,0.708411,1.67E-04
HS11121,Homo sapiens,ENSG00000198089,SFI1,up_regulated,1.09288,1.59E-09
HS12307,Homo sapiens,ENSG00000184988,TMEM106A,up_regulated,2.74036,0
HS7588,Homo sapiens,ENSG00000155287,SLC25A28,up_regulated,2.92228,0
HS10481,Homo sapiens,ENSG00000137962,ARHGAP29,up_regulated,1.09655,2.92E-08
HS13616,Homo sapiens,ENSG00000162433,AK4,up_regulated,0.878125,9.69E-08
HS2522,Homo sapiens,ENSG00000136244,IL6,up_regulated,1.3827,1.55E-05
HS12739,Homo sapiens,ENSG00000100225,FBXO7,up_regulated,0.425458,0.0048083
HS7561,Homo sapiens,ENSG00000124486,USP9X,up_regulated,0.37426,0.023812
HS4836,Homo sapiens,ENSG00000233929,MT1XP1,up_regulated,0.821497,0.00822329
HS6534,Homo sapiens,ENSG00000106785,TRIM14,up_regulated,4.37034,0
HS2198,Homo sapiens,ENSG00000134871,COL4A2,up_regulated,0.413834,0.00784049
HS4776,Homo sapiens,ENSG00000087074,PPP1R15A,up_regulated,0.401507,0.0395292
HS502,Homo sapiens,ENSG00000170340,B3GNT2,up_regulated,1.56031,5.49E-23
HS14611,Homo sapiens,ENSG00000146411,SLC2A12,up_regulated,2.87244,4.67E-23
HS10738,Homo sapiens,ENSG00000107672,NSMCE4A,up_regulated,0.514227,0.0162468
HS3937,Homo sapiens,ENSG00000198964,SGMS1,up_regulated,0.782666,7.00E-05
HS4262,Homo sapiens,ENSG00000177674,AGTRAP,up_regulated,0.7139,5.11E-05
HS12403,Homo sapiens,ENSG00000169432,SCN9A,up_regulated,1.3313,8.60E-09
HS11212,Homo sapiens,ENSG00000101665,SMAD7,up_regulated,0.504962,8.73E-04
HS11475,Homo sapiens,ENSG00000023902,PLEKHO1,up_regulated,0.328798,0.0474881
HS14642,Homo sapiens,ENSG00000000971,CFH,up_regulated,2.22714,6.65E-24
HS9914,Homo sapiens,ENSG00000162687,KCNT2,up_regulated,3.38861,3.03E-24
HS6382,Homo sapiens,ENSG00000103642,LACTB,up_regulated,0.472471,0.0247061
HS5738,Homo sapiens,ENSG00000105321,CCDC9,up_regulated,1.13703,1.71E-11
HS10008,Homo sapiens,ENSG00000140459,CYP11A1,up_regulated,1.19023,3.98E-06
HS4035,Homo sapiens,ENSG00000177875,CCDC184,up_regulated,2.70335,3.23E-32
HS6769,Homo sapiens,ENSG00000111727,HCFC2,up_regulated,0.660965,2.74E-04
HS843,Homo sapiens,ENSG00000107864,CPEB3,up_regulated,2.35521,2.05E-18
HS443,Homo sapiens,ENSG00000066135,KDM4A,up_regulated,0.422497,0.0088859
HS1641,Homo sapiens,ENSG00000152784,PRDM8,up_regulated,1.40763,7.72E-21
HS7090,Homo sapiens,ENSG00000178202,KDELC2,up_regulated,0.390436,0.0285915
HS12362,Homo sapiens,ENSG00000170684,ZNF296,up_regulated,1.48146,4.52E-05
HS6614,Homo sapiens,ENSG00000033178,UBA6,up_regulated,1.08454,5.21E-11
HS12,Homo sapiens,ENSG00000124151,NCOA3,up_regulated,0.612146,1.14E-04
HS9010,Homo sapiens,ENSG00000130164,LDLR,up_regulated,1.04584,2.81E-11
HS12954,Homo sapiens,ENSG00000059758,CDK17,up_regulated,0.4127,0.0128775
HS8971,Homo sapiens,ENSG00000068120,COASY,up_regulated,0.557913,0.00147594
HS14425,Homo sapiens,ENSG00000168334,XIRP1,up_regulated,4.27549,0
HS12777,Homo sapiens,ENSG00000256262,USP30-AS1,up_regulated,6.12473,1.30E-43
HS336,Homo sapiens,ENSG00000105835,NAMPT,up_regulated,0.939984,2.69E-08
HS1219,Homo sapiens,ENSG00000224725,CEP57L1P1,up_regulated,1.62557,1.10E-08
HS866,Homo sapiens,ENSG00000135776,ABCB10,up_regulated,0.534443,0.00318591
HS3207,Homo sapiens,ENSG00000079308,TNS1,up_regulated,0.565282,3.31E-04
HS7212,Homo sapiens,ENSG00000122420,PTGFR,up_regulated,0.919499,5.09E-05
HS11538,Homo sapiens,ENSG00000213694,S1PR3,up_regulated,0.832818,3.06E-08
HS10146,Homo sapiens,ENSG00000141682,PMAIP1,up_regulated,3.4233,4.11E-19
HS3018,Homo sapiens,ENSG00000177738,CTD-2201E18.3,up_regulated,0.655627,0.00523228
HS14267,Homo sapiens,ENSG00000150667,FSIP1,up_regulated,0.950495,0.00246048
HS8609,Homo sapiens,ENSG00000162885,B3GALNT2,up_regulated,0.433006,0.037441
HS13012,Homo sapiens,ENSG00000136560,TANK,up_regulated,0.527239,0.00120976
HS14172,Homo sapiens,ENSG00000123737,EXOSC9,up_regulated,1.59008,1.39E-24
HS10959,Homo sapiens,ENSG00000150510,FAM124A,up_regulated,2.28916,2.26E-39
HS4392,Homo sapiens,ENSG00000142408,CACNG8,up_regulated,1.71221,4.01E-07
HS9598,Homo sapiens,ENSG00000135837,CEP350,up_regulated,0.612045,6.82E-04
HS7879,Homo sapiens,ENSG00000082438,COBLL1,up_regulated,1.71647,1.54E-16
HS9113,Homo sapiens,ENSG00000169248,CXCL11,up_regulated,12.2037,0
HS10239,Homo sapiens,ENSG00000083799,CYLD,up_regulated,0.843544,3.93E-09
HS13686,Homo sapiens,ENSG00000103449,SALL1,up_regulated,0.797229,7.02E-08
HS1430,Homo sapiens,ENSG00000235750,KIAA0040,up_regulated,4.80117,1.67E-41
HS13401,Homo sapiens,ENSG00000140396,NCOA2,up_regulated,1.69879,1.85E-23
HS12582,Homo sapiens,ENSG00000157800,SLC37A3,up_regulated,1.04114,1.35E-11
HS9181,Homo sapiens,ENSG00000006530,AGK,up_regulated,0.394434,0.0319875
HS11914,Homo sapiens,ENSG00000164054,SHISA5,up_regulated,0.639271,7.43E-06
HS5953,Homo sapiens,ENSG00000109610,SOD3,up_regulated,0.436151,0.0319516
HS13984,Homo sapiens,ENSG00000222017,AC011997.1,up_regulated,6.95879,1.08E-42
HS6592,Homo sapiens,ENSG00000147416,ATP6V1B2,up_regulated,0.92339,1.52E-09
HS3181,Homo sapiens,ENSG00000101003,GINS1,up_regulated,0.723365,0.0121324
HS12490,Homo sapiens,ENSG00000023318,ERP44,up_regulated,0.435624,0.00551405
HS611,Homo sapiens,ENSG00000231925,TAPBP,up_regulated,1.15133,2.48E-17
HS2829,Homo sapiens,ENSG00000166532,RIMKLB,up_regulated,1.11032,1.01E-09
HS4708,Homo sapiens,ENSG00000139618,BRCA2,up_regulated,1.22561,0.00390765
HS13302,Homo sapiens,ENSG00000136147,PHF11,up_regulated,1.04279,1.28E-09
HS14668,Homo sapiens,ENSG00000163635,ATXN7,up_regulated,1.20459,4.53E-14
HS12012,Homo sapiens,ENSG00000160932,LY6E,up_regulated,1.08246,8.27E-17
HS7013,Homo sapiens,ENSG00000165507,C10orf10,up_regulated,1.29389,4.50E-09
HS3593,Homo sapiens,ENSG00000106608,URGCP,up_regulated,0.508683,0.00673703
HS10484,Homo sapiens,ENSG00000125651,GTF2F1,up_regulated,0.3636,0.0304117
HS10832,Homo sapiens,ENSG00000168398,BDKRB2,up_regulated,1.07725,3.63E-11
HS8848,Homo sapiens,ENSG00000084628,NKAIN1,up_regulated,0.933173,0.00382853
HS5798,Homo sapiens,ENSG00000061918,GUCY1B3,up_regulated,0.604426,0.0137383
HS11864,Homo sapiens,ENSG00000145147,SLIT2,up_regulated,1.01899,4.62E-10
HS14256,Homo sapiens,ENSG00000189266,PNRC2,up_regulated,0.630462,5.36E-05
HS2338,Homo sapiens,ENSG00000115461,IGFBP5,up_regulated,0.918542,3.74E-07
HS8469,Homo sapiens,ENSG00000144959,NCEH1,up_regulated,1.16235,1.21E-11
HS7518,Homo sapiens,ENSG00000213533,TMEM110,up_regulated,2.01876,7.50E-13
HS2261,Homo sapiens,ENSG00000167565,SERTAD3,up_regulated,0.786618,5.76E-05
HS1273,Homo sapiens,ENSG00000163064,EN1,up_regulated,0.687119,0.00108127
HS14338,Homo sapiens,ENSG00000138785,INTS12,up_regulated,1.12119,1.37E-12
HS2732,Homo sapiens,ENSG00000213689,TREX1,up_regulated,3.09467,0
HS7526,Homo sapiens,ENSG00000107798,LIPA,up_regulated,1.9187,1.41E-41
HS7972,Homo sapiens,ENSG00000138670,RASGEF1B,up_regulated,3.37993,1.61E-37
HS13468,Homo sapiens,ENSG00000147010,SH3KBP1,up_regulated,0.451198,0.00171373
HS12656,Homo sapiens,ENSG00000171246,NPTX1,up_regulated,0.45321,0.00345009
HS1186,Homo sapiens,ENSG00000144891,AGTR1,up_regulated,1.13858,6.46E-06
HS172,Homo sapiens,ENSG00000234518,PTGES3P1,up_regulated,0.472626,0.0190657
HS11640,Homo sapiens,ENSG00000133106,EPSTI1,up_regulated,5.45887,0
HS5349,Homo sapiens,ENSG00000106100,NOD1,up_regulated,2.25728,3.00E-35
HS3749,Homo sapiens,ENSG00000122515,ZMIZ2,up_regulated,0.405018,0.0318329
HS3153,Homo sapiens,ENSG00000262246,CORO7,up_regulated,0.657886,0.0176661
HS12437,Homo sapiens,ENSG00000101004,NINL,up_regulated,0.424908,0.0450769
HS401,Homo sapiens,ENSG00000078053,AMPH,up_regulated,0.781214,5.68E-06
HS6214,Homo sapiens,ENSG00000156804,FBXO32,up_regulated,0.543316,0.00392429
HS11524,Homo sapiens,ENSG00000232370,AF241726.2,up_regulated,1.5022,3.01E-06
HS6861,Homo sapiens,ENSG00000107736,CDH23,up_regulated,1.46917,4.84E-07
HS11769,Homo sapiens,ENSG00000189114,BLOC1S3,up_regulated,1.25963,1.18E-14
HS14059,Homo sapiens,ENSG00000168394,TAP1,up_regulated,4.51065,0
HS7477,Homo sapiens,ENSG00000135148,TRAFD1,up_regulated,2.50785,0
HS11263,Homo sapiens,ENSG00000114166,KAT2B,up_regulated,1.57631,1.71E-23
HS1135,Homo sapiens,ENSG00000164329,PAPD4,up_regulated,0.824054,4.69E-07
HS5724,Homo sapiens,ENSG00000147654,EBAG9,up_regulated,0.716745,3.95E-04
HS9844,Homo sapiens,ENSG00000160753,RUSC1,up_regulated,1.15253,2.57E-15
HS13625,Homo sapiens,ENSG00000168405,CMAHP,up_regulated,1.0874,1.40E-07
HS2333,Homo sapiens,ENSG00000164116,GUCY1A3,up_regulated,3.03353,8.60E-07
HS11580,Homo sapiens,ENSG00000136111,TBC1D4,up_regulated,0.671135,5.67E-05
HS960,Homo sapiens,ENSG00000240694,PNMA2,up_regulated,1.31486,1.34E-05
HS10974,Homo sapiens,ENSG00000185608,MRPL40,up_regulated,0.446042,0.0138309
HS7128,Homo sapiens,ENSG00000261716,RP11-196G18.22,up_regulated,0.752919,0.00126214
HS6290,Homo sapiens,ENSG00000157214,STEAP2,up_regulated,0.878727,1.54E-06
HS10370,Homo sapiens,ENSG00000130589,HELZ2,up_regulated,5.66453,0
HS1555,Homo sapiens,ENSG00000184743,ATL3,up_regulated,0.441548,0.0118886
HS9172,Homo sapiens,ENSG00000162627,SNX7,up_regulated,0.634925,1.33E-04
HS14646,Homo sapiens,ENSG00000065923,SLC9A7,up_regulated,0.44083,0.0421503
HS6191,Homo sapiens,ENSG00000163874,ZC3H12A,up_regulated,1.43229,1.81E-13
HS1021,Homo sapiens,ENSG00000163697,APBB2,up_regulated,1.171,2.59E-16
HS181,Homo sapiens,ENSG00000180592,SKIDA1,up_regulated,1.2406,4.16E-05
HS11759,Homo sapiens,ENSG00000162595,DIRAS3,up_regulated,0.530406,0.0299785
HS8592,Homo sapiens,ENSG00000124216,SNAI1,up_regulated,0.740179,0.00137523
HS7888,Homo sapiens,ENSG00000164877,MICALL2,up_regulated,0.590755,0.0167483
HS13235,Homo sapiens,ENSG00000239776,AC079949.1,up_regulated,0.762851,3.95E-07
HS2676,Homo sapiens,ENSG00000228035,RP4-663N10.1,up_regulated,1.88103,9.35E-15
HS2144,Homo sapiens,ENSG00000183615,FAM167B,up_regulated,1.03334,6.29E-05
HS10571,Homo sapiens,ENSG00000206341,HLA-H,up_regulated,1.35116,9.04E-19
HS13308,Homo sapiens,ENSG00000133874,RNF122,up_regulated,1.94511,2.07E-12
HS4542,Homo sapiens,ENSG00000124214,STAU1,up_regulated,0.664031,8.06E-07
HS13973,Homo sapiens,ENSG00000072121,ZFYVE26,up_regulated,2.42126,0
HS3376,Homo sapiens,ENSG00000116663,FBXO6,up_regulated,3.07928,0
HS7720,Homo sapiens,ENSG00000213047,DENND1B,up_regulated,0.695326,0.00298039
HS10890,Homo sapiens,ENSG00000070759,TESK2,up_regulated,2.83082,5.61E-45
HS7027,Homo sapiens,ENSG00000141447,OSBPL1A,up_regulated,0.816957,9.14E-09
HS13059,Homo sapiens,ENSG00000136689,IL1RN,up_regulated,1.36322,3.31E-15
HS8999,Homo sapiens,ENSG00000257564,RP11-123M21.2,up_regulated,0.636608,0.0215334
HS6792,Homo sapiens,ENSG00000196843,ARID5A,up_regulated,1.23102,1.56E-15
HS10728,Homo sapiens,ENSG00000242732,RGAG4,up_regulated,1.01631,4.14E-11
HS7148,Homo sapiens,ENSG00000100558,PLEK2,up_regulated,0.562701,0.0220313
HS7510,Homo sapiens,ENSG00000154642,C21orf91,up_regulated,2.24225,1.22E-24
HS12409,Homo sapiens,ENSG00000028137,TNFRSF1B,up_regulated,0.611971,0.00124732
HS10826,Homo sapiens,ENSG00000159733,ZFYVE28,up_regulated,0.48934,0.0242758
HS11949,Homo sapiens,ENSG00000153214,TMEM87B,up_regulated,0.600211,8.42E-05
HS8316,Homo sapiens,ENSG00000145476,CYP4V2,up_regulated,0.639118,8.18E-04
HS4148,Homo sapiens,ENSG00000254087,LYN,up_regulated,0.732526,5.66E-04
